"Date,",Store_ID,Product_ID,Quantity_Sold,Revenue
29-12-2005,2,57,50,933
2011-02-06,47,54,25,1172
2022-11-09,26,19,54,1220
1997-01-29,10,31,44,591
2011-11-07,38,45,18,2496
2001-03-18,39,24,27,2720
2005-03-31,46,50,43,937
2010-08-17,37,47,29,413
2002-03-07,24,27,21,2498
2014-11-04,13,14,47,1585
2005-03-07,39,19,11,343
2002-02-12,24,56,26,2868
30-05-1999,10,5,58,2925
2001-05-05,2,7,24,2899
2001-11-31,11,6,51,2071
2019-04-10,5,14,7,1433
2013-12-17,5,6,14,2092
2004-03-26,32,50,7,2070
2014-05-29,2,1,49,1976
2009-01-03,9,52,60,343
24-07-2012,59,14,10,848
2019-07-21,34,57,4,320
2008-12-05,2,5,53,2220
2005-04-06,hqjslsdppho,50,35,1574
18-01-2007,33,54,31,979
2001-09-17,24,48,16,1187
2009-07-10,13,26,58,
2021-12-19,51,8,28,2370
2012-12-19,47,47,52,2230
2002-06-20,5,35,32,2886
2016-06-06,45,56,9,539
2023-04-16,36,34,7,2537
11-10-1997,35,59,38,210
2012-04-20,49,37,11,2152
1998-07-26,25,0,13,377
2020-08-04,3,54,8,2351
1999-06-17,43,47,37,1347
2018-08-18,56,44,51,278
2020-02-10,16,15,4,2138
2020-07-06,30,54,42,2848
2010-04-22,8,32,51,474
1998-01-14,2,15,36,1776
2019-10-05,9,18,40,2348
2016-01-27,27,12,54,2203
2008-05-03,15,50,26,2710
2022-02-06,1,24,12,1171
2019-09-06,34,21,30,515
2017-01-17,60,47,8,917
2012-10-06,36,0,0,2133
2007-03-18,47,26,52,2663
08-04-1997,40,50,5,2085
2011-04-29,45,18,33,2996
2010-08-27,16,8,25,1441
2014-11-06,3,58,26,2127
2022-05-16,53,46,12,2440
2022-02-25,15,46,1,1635
2014-11-18,9,2,54,2860
2000-06-23,31,49,6,400
2022-03-13,1,50,9,376
2020-03-05,53,24,36,2780
2018-05-20,37,30,28,1228
2012-10-07,20,4,57,1751
2003-02-20,uxlgzlrp,35,28,2522
2007-02-19,49,2,42,1229
2009-04-24,9,36,60,2288
2001-07-26,1,41,35,903
2012-02-07,33,15,50,503
2004-01-04,32,22,24,2678
2021-04-03,22,40,27,486
2007-03-04,42,29,31,1882
2004-08-12,7,53,1,1955
2001-02-15,34,24,26,1794
2005-10-16,60,cyor,40,144
2005-03-15,52,13,24,788
2000-12-26,22,27,9,2535
2007-09-24,24,31,14,1303
2013-02-15,0,38,,2579
2016-10-30,26,43,21,973
2017-06-22,49,14,22,1373
2009-06-17,50,50,37,2395
2017-01-24,43,11,27,578
2013-05-19,45,3,32,980
2001-04-20,53,31,19,512
2010-04-04,32,19,31,2343
2006-01-30,38,11,6,535
2019-12-22,21,zsxunxscs,34,263
2000-02-29,57,26,57,1662
2022-12-08,28,14,17,200
2000-08-02,34,55,29,2630
2022-05-10,40,35,19,2166
2003-07-17,0,47,,1301
1997-06-19,13,21,53,512
2015-01-02,32,38,32,2894
2016-01-01,37,35,26,2387
2009-02-19,18,52,7,329
2002-11-24,24,40,45,197
2012-09-06,0,59,43,2333
2021-08-08,53,53,17,1057
2002-07-08,35,30,39,2780
2013-03-21,4,39,58,267
13-12-1998,49,19,3,1047
2010-09-16,45,29,45,2572
2007-04-29,14,54,23,2363
1998-02-24,25,18,8,1054
2017-06-18,29,19,26,2996
2019-12-07,45,16,11,2360
2017-10-01,54,18,47,997
2011-07-29,24,11,8,2223
2017-05-15,8,17,47,847
2010-09-21,22,8,8,2323
1998-07-09,17,6,50,2613
2004-05-29,45,47,38,608
19-09-2001,26,13,28,1569
2008-11-03,22,30,7,1315
2016-07-25,35,27,17,1068
2000-12-15,45,2,49,225
2001-03-21,44,57,19,2613
26-11-2020,29,36,25,2576
2022-05-09,48,32,16,1078
2023-01-20,10,46,49,2171
2009-10-13,47,7,60,484
2008-09-10,44,6,13,2372
2003-06-24,50,33,39,1811
2013-01-23,22,25,15,1377
2003-02-22,0,14,20,2814
2000-05-24,8,7,2,1934
2003-01-16,0,28,42,2241
2001-12-28,16,53,38,2737
2018-08-24,1,11,28,351
2009-03-06,46,41,15,949
2010-10-29,32,36,22,2652
2001-04-28,60,14,12,2222
1999-12-07,55,13,10,539
2008-03-22,39,1,46,181
2023-08-04,43,31,13,2107
2021-05-23,37,2,21,2639
2019-09-16,1,28,1,1020
2005-11-20,55,60,26,926
1998-05-21,53,58,10,2044
2004-06-05,9,50,29,1938
2007-12-24,29,0,4,542
2012-09-03,14,21,55,1073
2017-01-17,26,5,25,2262
2006-03-23,57,47,37,635
2013-09-21,8,32,24,2883
1998-10-13,6,55,27,1420
2002-02-17,2,49,44,579
2000-08-03,37,4,29,2594
2006-04-07,53,54,23,1077
1999-08-08,43,47,50,1893
2001-07-21,48,24,50,xemrn
2005-11-25,19,2,18,1926
1999-08-11,30,60,31,505
2020-06-07,21,1,26,2891
2006-04-23,47,39,14,1168
2018-11-18,6,33,6,1863
2005-03-03,5,50,60,615
2018-06-15,40,54,11,746
2009-04-27,17,15,24,2802
1999-10-08,4,31,44,2214
2000-10-08,11,12,43,1019
2018-01-29,13,5,5,2162
2014-06-14,34,48,46,2436
2011-02-17,10,23,11,1897
2005-12-12,59,21,15,985
2004-12-27,5,13,33,657
2003-01-02,44,7,57,2833
2007-08-20,22,6,9,2033
1999-12-11,34,32,54,1174
1998-12-03,32,1,10,926
2012-11-18,19,3,4,1184
2002-06-14,47,9,31,2530
2016-12-21,11,54,4,2722
2009-03-11,35,15,1,1588
2019-09-25,30,33,24,1182
2020-07-11,10,26,5,2250
2023-01-03,16,0,59,1457
2001-04-17,2,35,19,703
2008-06-27,blgk,52,36,1007
2022-03-07,47,53,6,1569
2021-01-21,54,39,31,335
2019-08-22,54,59,49,1793
2021-07-24,36,54,24,1628
2009-01-31,24,30,34,945
1997-01-17,2,gnh,14,2240
2020-10-24,49,35,50,440
27-09-2008,47,54,40,2839
2006-07-04,43,29,32,242
2013-10-17,9,22,57,2426
2003-09-02,54,42,34,371
2015-08-29,34,32,1,1888
1998-01-26,34,11,48,820
2022-02-28,55,27,39,2773
2021-06-12,58,28,35,1713
2014-06-24,45,49,44,120
2021-04-09,29,9,40,1924
2009-02-19,29,15,14,2886
2016-06-11,41,42,25,481
2005-10-28,27,41,15,939
2005-08-08,52,44,28,1454
2016-12-30,54,51,15,1901
30-12-2011,44,16,3,498
2012-12-25,45,5,28,1685
2001-07-19,58,58,0,2483
2007-07-27,32,8,34,2274
1999-01-23,24,43,46,2854
2008-04-24,42,60,33,1244
1998-01-31,16,20,55,851
2001-08-30,47,51,20,2750
2013-04-20,27,43,23,874
2015-02-18,60,51,60,1873
2003-12-06,3,6,7,812
2011-05-18,18,5,41,1468
2023-10-09,12,3,25,1675
2015-07-17,0,32,40,917
2015-11-03,32,47,35,606
2017-09-04,51,1,21,113
2001-04-25,35,8,33,2912
2007-09-13,37,45,39,769
2022-07-23,12,6,38,2192
2016-06-29,12,27,58,143
2014-01-02,33,24,46,2552
2017-04-08,44,59,29,2091
2014-03-09,38,20,1,2416
2009-02-07,31,14,47,1499
2003-11-11,57,25,0,2411
2006-03-18,2,15,14,2489
2003-11-25,5,57,22,1861
1997-02-28,5,2,4,1221
2005-03-16,5,1,47,980
2006-11-01,59,40,11,655
2002-09-04,7,3,46,1180
2008-12-30,30,43,42,1526
1999-07-05,16,40,50,2419
2000-08-06,38,36,47,1084
2012-07-13,39,15,28,293
2022-02-26,58,0,15,1605
2002-04-10,45,29,23,2179
2022-10-27,39,59,1,1388
1999-08-19,43,46,38,782
2003-03-31,0,17,3,1130
2010-09-05,vzrdyqmlld,60,31,311
2012-03-27,58,28,53,448
2021-02-10,24,59,55,2821
2019-07-18,51,6,39,2284
2001-09-04,5,18,41,2917
2016-07-20,14,21,21,2709
10-11-1999,53,26,44,668
2021-05-01,51,31,60,2240
2020-10-20,48,4,50,1795
2017-10-01,55,16,1,2694
2007-03-13,42,38,44,401
20-02-2003,41,5,25,2590
2009-03-10,40,48,60,1291
2016-01-19,17,22,28,2228
2016-06-23,9,40,38,1261
2011-12-27,31,5,xdlpsydnpzea,1335
2006-05-07,17,30,19,2258
13-07-2002,3,51,16,493
2018-02-11,2,42,33,459
1997-12-23,49,1,4,1607
2018-01-17,43,16,18,1823
2009-07-12,55,60,35,799
2013-10-17,28,26,48,2560
2012-07-01,21,30,50,2110
2010-06-07,31,51,,507
2015-07-22,3,52,33,200
2010-01-25,28,20,48,489
2001-12-17,5,25,34,329
2006-06-29,0,54,2,341
2009-04-20,17,2,33,437
2015-11-30,1,10,15,460
2005-04-25,35,45,31,2758
2014-03-29,47,29,43,1793
2023-10-03,50,3,58,2805
2000-08-14,58,32,44,2647
2023-12-13,11,14,25,663
2021-08-22,17,59,16,884
2016-02-26,60,55,24,290
2017-03-05,13,31,31,1433
1999-12-11,53,50,4,2699
2009-08-02,32,18,45,2837
2023-03-10,20,59,15,1062
2006-07-30,15,53,3,2350
2023-09-29,18,0,28,2807
2015-03-17,0,22,12,1377
2012-02-12,30,18,14,1996
2009-07-13,30,16,26,252
2005-12-20,18,44,2,1418
2017-06-04,55,19,49,182
2018-10-11,14,9,37,1669
2003-08-11,4,6,52,1717
2021-12-02,37,10,11,1499
2016-05-13,27,5,47,1292
2015-07-24,6,6,3,1574
2005-11-15,1,5,47,2251
2016-01-12,0,53,11,366
2013-08-07,52,19,56,1875
2004-01-02,26,16,15,2607
2017-05-05,25,11,42,557
2008-01-11,47,26,17,1691
2007-04-27,51,12,aklmrg,2862
2003-01-27,33,58,40,490
2023-12-05,8,38,15,2234
19-04-1997,30,22,13,1470
2012-09-08,47,58,0,1035
2023-08-30,9,37,39,2809
2006-12-30,6,60,45,1737
2011-09-30,20,56,54,121
23-02-2001,33,30,16,498
2014-04-22,32,51,57,622
1997-05-13,58,23,58,854
22-05-2020,26,13,38,993
2009-12-01,46,49,13,1164
2006-07-11,29,14,38,783
2002-03-22,24,20,59,738
2002-04-22,38,7,55,1492
2005-11-13,36,2,25,464
2010-10-24,8,60,56,2441
2017-08-30,18,16,30,116
2008-02-17,40,28,38,512
24-06-1997,3,48,32,1442
2020-09-01,15,24,53,2044
1998-02-03,14,53,56,2494
2021-08-19,54,52,40,1643
2005-08-29,41,46,46,1789
2016-11-11,8,4,60,1021
2011-12-13,30,54,15,384
1998-04-17,20,31,30,2565
2021-02-22,12,51,52,356
2013-03-13,28,57,48,552
2007-05-03,36,50,38,1306
2023-01-11,39,59,39,842
2019-06-21,0,32,14,1441
2014-04-14,23,4,34,485
2017-05-03,32,6,47,1795
2006-05-20,0,17,1,1763
2008-12-23,55,30,54,555
2004-10-10,15,57,22,910
2006-10-01,58,32,40,1162
20-12-2020,13,40,41,2547
2018-02-17,40,17,58,1114
2003-10-13,6,1,28,1129
2023-06-10,55,43,50,939
2001-01-19,59,39,59,2561
2019-11-07,36,47,42,2430
2023-01-02,35,41,12,1419
2010-06-06,8,19,49,189
2005-12-17,39,44,3,2460
2008-12-26,38,11,3,1598
2015-07-04,33,28,38,1713
2009-11-06,37,15,25,1101
2020-01-01,0,25,39,392
2023-04-26,57,48,14,2633
2006-05-21,35,46,29,153
2006-11-06,36,12,10,294
2004-01-11,1,3,4,1091
2011-12-02,59,25,19,2659
1999-05-07,wobcfdonwi,60,35,1465
2010-08-15,53,,59,1907
2022-03-17,31,48,ikhshf,429
1998-10-28,35,52,15,1333
2022-04-19,13,42,51,2651
2014-10-20,22,40,48,1082
2017-05-13,53,1,50,2936
2013-03-31,25,23,46,1370
2008-01-21,37,52,53,445
1998-10-25,39,53,8,421
2014-01-18,12,14,60,2948
2019-11-08,12,43,48,668
2011-08-25,32,20,57,626
2017-09-23,7,19,58,1774
2009-12-02,4,7,40,1763
2013-02-20,29,45,17,2882
2001-03-08,38,30,20,1285
2005-07-29,14,4,30,697
2010-11-07,,3,30,2092
2003-04-19,60,50,30,1712
2020-04-07,31,35,35,1546
2009-09-13,1,23,52,735
2020-12-05,55,22,11,1169
2010-11-25,34,58,54,232
2001-01-20,11,53,31,2862
2021-05-27,3,48,56,848
2022-06-22,50,23,59,1805
2008-01-11,4,35,54,2623
2003-01-30,20,53,54,634
2002-06-08,16,0,29,2687
2014-07-11,45,39,0,438
2010-01-13,22,41,39,2978
2017-05-20,30,35,52,1606
2022-10-12,54,0,29,2834
2003-10-28,11,59,8,1593
2011-09-15,49,46,42,1893
1998-11-31,59,26,11,736
1997-02-26,57,0,10,1134
2000-04-27,27,17,26,1152
26-12-2017,57,vcobkjlus,40,2130
1997-01-29,48,15,13,1004
2015-07-28,12,44,20,2747
2017-01-03,17,15,52,1226
1999-11-21,40,17,33,2896
2014-07-17,1,52,5,816
1997-09-13,21,10,45,1458
2013-09-29,48,33,43,1769
2012-02-18,47,34,12,135
23-10-2012,51,31,22,1706
2002-11-17,8,2,55,1300
2004-08-21,50,8,37,138
2010-08-03,8,0,45,2629
2002-09-23,49,42,4,1409
2008-04-30,1,3,14,1162
2017-10-28,37,34,20,1617
22-12-2014,5,43,20,2660
1998-03-10,22,42,3,1187
2010-09-22,53,5,57,531
2023-01-14,58,48,9,1119
2002-08-08,44,35,23,1799
2007-10-10,40,1,21,1468
2023-05-25,15,55,51,1343
2015-02-14,51,4,28,1031
2015-07-30,35,34,38,1339
1997-04-07,10,43,31,2686
2000-09-08,4,19,20,2898
2013-10-28,17,17,36,460
2008-09-01,5,25,34,2482
2018-12-25,48,19,16,940
2003-05-04,43,10,51,957
2017-10-27,23,2,12,150
27-09-2018,38,8,57,2357
2019-05-16,27,50,29,1537
2023-03-15,15,10,53,1206
2004-06-29,36,39,54,2594
2005-07-10,33,44,45,1779
awu,45,4,19,1440
2020-07-11,5,40,25,503
2018-02-28,52,30,14,1368
2016-04-12,54,1,44,436
2007-06-12,19,1,41,2995
2004-09-23,48,23,0,594
2001-08-17,1,27,23,2585
2007-02-16,15,39,12,2398
2018-11-22,25,47,19,823
2011-06-18,57,51,25,1408
2008-04-08,5,33,33,795
2015-04-23,35,41,36,2599
2018-04-27,12,40,24,260
1999-05-09,59,24,23,2477
2009-07-02,49,26,46,537
2023-01-29,3,43,54,162
2012-10-17,19,24,0,975
2012-05-17,7,48,16,806
2010-10-03,26,44,43,1616
2001-12-21,37,58,58,1706
2015-01-12,2,38,12,520
2012-04-13,47,12,37,2233
2014-10-27,31,5,45,225
2003-05-19,18,57,20,2752
2006-10-03,44,22,45,1750
2010-08-02,46,54,36,2041
1999-04-04,13,46,20,1442
2014-02-25,34,56,28,342
2016-08-04,42,55,5,241
2000-09-12,17,59,47,614
2005-12-01,33,17,36,884
2008-10-19,16,51,13,117
1997-04-20,0,25,41,648
2001-08-05,26,42,45,1466
2016-02-06,32,0,59,742
2020-09-13,41,5,20,1240
2010-09-10,31,1,7,1611
2013-04-22,22,26,54,1855
23-07-2015,53,30,33,1926
2019-01-10,12,33,19,1192
2016-07-06,30,29,60,1664
2003-10-13,12,38,28,2462
2022-06-30,5,49,34,562
2015-11-02,59,47,37,849
2010-02-24,13,15,56,1152
2000-05-01,16,32,45,2301
1997-06-27,4,56,40,1947
2015-09-14,10,20,22,821
2014-07-27,39,56,50,1976
2004-04-13,0,28,24,1564
2023-06-08,33,39,50,2658
2001-09-03,7,32,14,2125
1997-11-24,45,48,21,1159
1997-03-04,0,22,17,1053
2021-01-05,55,34,23,213
2003-04-29,19,22,28,2788
2017-11-26,55,14,31,2343
2022-10-11,33,12,57,165
2008-09-30,55,43,4,785
2005-04-03,33,15,45,1087
2017-02-10,33,42,42,1397
2009-11-20,60,13,43,663
2018-11-26,46,12,44,574
2010-01-16,59,23,14,1938
2012-03-20,18,60,18,1680
2000-02-27,16,24,43,2626
21-09-2007,46,27,33,351
2015-03-07,25,58,21,2196
1999-12-30,,53,20,1594
2009-09-03,42,23,53,2893
2014-12-26,24,41,17,577
2017-08-14,21,35,28,1835
2000-04-25,27,5,29,1652
1999-12-17,0,33,47,2017
2017-06-03,48,50,28,1951
2014-02-08,55,1,48,412
2009-07-17,37,42,42,767
2019-04-06,40,43,55,1361
1999-07-26,33,31,29,2847
2011-06-11,27,57,54,1001
2010-07-04,46,43,10,1839
2015-02-06,30,9,29,658
2002-01-16,60,60,56,938
2001-01-24,54,50,54,1527
2005-11-14,47,57,,1849
2011-11-18,9,54,13,588
2005-07-28,46,37,51,2531
2023-01-20,23,18,19,2562
2018-12-30,59,40,28,2598
2018-02-16,32,8,31,2761
2017-01-26,15,23,59,2411
2021-01-19,16,2,10,1610
2000-12-01,49,9,7,2189
2016-02-29,29,24,27,1943
2005-06-15,44,30,22,2288
2003-12-06,12,piwoeybibc,51,2247
2017-02-28,15,23,50,1263
2018-06-19,56,17,58,748
2011-03-19,30,44,35,1574
2007-05-29,37,28,59,1222
2020-11-17,52,25,57,1282
2004-03-02,54,17,1,782
2009-02-23,43,52,2,230
29-06-2017,22,31,28,423
2020-02-17,17,3,10,2437
2012-12-09,9,11,9,321
2005-11-18,43,11,52,2522
2004-12-17,22,49,13,591
2022-12-18,0,21,20,1958
2001-09-06,13,39,11,2966
2003-07-25,51,59,43,2409
1997-10-30,11,10,52,1345
2003-03-19,44,7,22,706
2005-01-18,44,13,33,1825
2000-12-30,47,46,21,2755
2004-12-04,38,33,37,1602
1998-09-05,40,12,50,1974
2023-08-30,47,22,18,1558
2001-06-10,21,11,9,689
2009-05-17,19,53,11,483
2021-03-16,2,53,42,1376
2002-06-20,32,40,12,1774
2007-05-04,16,9,24,2822
2019-06-09,26,53,10,2826
2023-05-04,3,3,36,wyzser
2003-09-18,54,6,3,618
1998-12-26,59,19,50,2425
2013-03-09,47,38,4,928
2023-11-11,34,52,22,889
2012-07-06,44,32,15,2842
2022-10-02,42,0,56,835
2023-03-29,54,25,30,229
2000-07-24,5,2,47,105
2005-12-21,0,27,24,851
2016-05-29,11,38,32,793
2001-01-04,7,48,8,468
2017-03-27,55,7,48,2074
2020-10-08,0,29,42,679
2003-12-14,53,23,51,1579
2002-05-28,24,50,12,544
1999-01-08,3,51,48,2340
2000-06-30,26,7,17,1464
ndcnqevt,49,32,46,2341
1997-02-05,45,19,21,506
2022-10-26,60,23,11,549
2012-08-17,37,60,22,386
2002-04-17,4,1,41,2253
2022-08-22,55,60,54,2277
2008-01-27,41,59,27,229
2018-09-30,36,28,26,2746
2018-10-14,16,25,13,747
2017-11-01,2,32,45,2126
2003-05-26,8,42,19,1337
2009-02-23,55,59,34,1584
2010-10-03,2,45,55,2280
2015-01-21,27,19,57,255
2003-11-19,5,40,11,2498
,47,5,1,1225
2006-12-06,39,9,36,439
2001-02-12,50,5,44,2238
2017-10-22,26,16,45,xxhhd
2013-04-17,22,45,16,1987
2007-08-17,31,23,2,1007
2010-07-23,37,19,20,628
02-07-1997,59,14,46,1852
2022-04-24,4,9,9,106
2005-09-31,0,19,13,387
2004-05-04,56,46,11,679
2003-02-07,17,57,15,2084
2002-01-12,47,53,23,2871
2011-04-04,21,57,25,1146
2022-05-25,14,51,15,298
2010-11-04,32,21,33,308
2006-09-02,11,57,55,145
2018-08-06,39,12,23,663
2006-02-03,14,8,21,2056
2002-08-02,0,0,37,2476
2000-08-20,27,42,20,1349
14-02-2007,4,5,45,2560
2007-08-15,12,5,43,170
1998-01-04,46,53,52,1977
2012-07-11,42,37,23,2191
2013-07-21,16,56,14,670
2020-02-22,15,7,51,2310
2014-03-21,53,32,33,1835
2018-08-05,55,10,45,671
2011-11-05,40,36,39,1248
2014-01-25,45,8,54,103
2010-10-17,56,52,32,2890
2006-08-09,59,18,39,2194
2008-03-06,45,15,56,2226
2000-09-16,41,55,41,2212
2001-09-14,12,48,52,cqr
2018-12-08,35,40,54,2827
2023-06-25,42,30,49,2611
2008-06-13,24,19,44,1863
2009-06-21,53,3,24,2068
2015-12-21,43,49,6,1074
lmkztsvjulms,56,41,12,1136
2016-01-14,24,13,35,1354
2017-04-12,18,7,49,1838
1998-06-22,20,9,16,1313
2012-10-10,30,28,17,2270
1997-11-30,3,51,12,2901
2023-04-21,,14,21,154
2018-09-31,58,10,45,550
okfcig,29,7,54,1535
2008-08-05,22,,28,2601
2017-08-03,58,34,24,2097
2012-12-30,16,16,48,974
2010-02-15,18,32,8,166
2015-09-29,41,11,34,213
2021-09-16,51,40,27,402
2004-05-13,60,6,25,2057
2007-05-25,47,23,5,2995
1999-09-15,14,26,18,2636
2005-07-08,10,31,37,261
grkh,41,37,19,1848
2003-12-20,37,55,23,1623
2004-03-05,59,1,59,1390
2014-04-22,36,15,22,1592
2012-07-16,26,1,44,403
2000-09-25,30,30,54,348
2021-09-23,5,51,5,476
1997-06-03,7,44,43,592
2001-03-08,13,55,47,2342
2000-06-12,9,1,54,2807
2001-03-05,20,29,10,2521
2006-03-04,16,35,23,382
2017-06-09,1,26,39,381
2005-03-06,15,5,9,1816
2018-12-13,3,2,53,1073
